id,intervention,arg_id,cq,postedition,label,old_labeling
TRUMP_279,"I want to make America great again
We are a nation that is seriously troubled
We 're losing our jobs
People are pouring into our country
The other day , we were deporting 800 people
perhaps they passed the wrong button
they pressed the wrong button
perhaps worse than that
it was corruption
these people that we were going to deport for good reason ended up becoming citizens
Ended up becoming citizens
it was 800
now it turns out it might be 1,800
they do n't even know",223749_223756,Are there special circumstances pertaining to 800 people that undermine its generalisability to other many people that have to be deported?,Are there special circumstances pertaining to this 800 people that undermine its generalisability to other many people that had to be deported?,edited,very nice example
TRUMP_279,"I want to make America great again
We are a nation that is seriously troubled
We 're losing our jobs
People are pouring into our country
The other day , we were deporting 800 people
perhaps they passed the wrong button
they pressed the wrong button
perhaps worse than that
it was corruption
these people that we were going to deport for good reason ended up becoming citizens
Ended up becoming citizens
it was 800
now it turns out it might be 1,800
they do n't even know",223749_223756,Is there a proven relation between 'corruption' and 'people that we were going to deport for good reason ended up becoming citizens'?,Is there a proven relation between 'corruption' and 'people that we were going to deport for good reason ended up becoming citizens'?,none,
TRUMP_279,"I want to make America great again
We are a nation that is seriously troubled
We 're losing our jobs
People are pouring into our country
The other day , we were deporting 800 people
perhaps they passed the wrong button
they pressed the wrong button
perhaps worse than that
it was corruption
these people that we were going to deport for good reason ended up becoming citizens
Ended up becoming citizens
it was 800
now it turns out it might be 1,800
they do n't even know",223749_223756,Are there any events other than corruption that would more reliably account for people that we were going to deport for good reason ended up becoming citizens?,Are there any events other than corruption that would more reliably account for people that we were going to deport for good reason ended up becoming citizens?,none,
TRUMP_279,"I want to make America great again
We are a nation that is seriously troubled
We 're losing our jobs
People are pouring into our country
The other day , we were deporting 800 people
perhaps they passed the wrong button
they pressed the wrong button
perhaps worse than that
it was corruption
these people that we were going to deport for good reason ended up becoming citizens
Ended up becoming citizens
it was 800
now it turns out it might be 1,800
they do n't even know",223790_223795,Is there a proven relation between 'Americans are a nation that is seriously troubled' and 'Americans are losing their jobs'?,Is there a proven relation between 'Americans are a nation that is seriously troubled' and 'Americans are losing their jobs'?,none,
TRUMP_279,"I want to make America great again
We are a nation that is seriously troubled
We 're losing our jobs
People are pouring into our country
The other day , we were deporting 800 people
perhaps they passed the wrong button
they pressed the wrong button
perhaps worse than that
it was corruption
these people that we were going to deport for good reason ended up becoming citizens
Ended up becoming citizens
it was 800
now it turns out it might be 1,800
they do n't even know",223790_223795,Are there any events other than Americans being a nation that is seriously troubled that would more reliably account for Americans losing their jobs?,Are there any events other than Americans being a nation that is seriously troubled that would more reliably account for Americans losing their jobs?,none,
CLINTON_1_1,"we have to build an economy that works for everyone , not just those at the top
we need new jobs , good jobs , with rising incomes
I want us to invest in you
jobs in infrastructure , in advanced manufacturing , innovation and technology , clean , renewable energy , and small business
most of the new jobs will come from small business
We also have to make the economy fairer",223790_223795,"Are there other relevant goals that conflict with new jobs, good jobs, and rising incomes?","Are there other relevant goals that conflict with new jobs, good jobs, and rising incomes?",none,
CLINTON_1_1,"we have to build an economy that works for everyone , not just those at the top
we need new jobs , good jobs , with rising incomes
I want us to invest in you
jobs in infrastructure , in advanced manufacturing , innovation and technology , clean , renewable energy , and small business
most of the new jobs will come from small business
We also have to make the economy fairer",223756_223768,"Are there alternative actions to Clinton investing in you to achieve new jobs, good jobs, with rising incomes? If so, which is the most efficient action?","Are there alternative actions to Clinton investing in you to achieve new jobs, good jobs, with rising incomes? If so, which is the most efficient action?",none,
CLINTON_1_1,"we have to build an economy that works for everyone , not just those at the top
we need new jobs , good jobs , with rising incomes
I want us to invest in you
jobs in infrastructure , in advanced manufacturing , innovation and technology , clean , renewable energy , and small business
most of the new jobs will come from small business
We also have to make the economy fairer",223756_223768,Could Clinton investing in you have consequences that we should take into account? Is it practically possible?,Could Clinton investing in you have consequences that we should take into account? Is it practically possible?,none,
CLINTON_1_1,"we have to build an economy that works for everyone , not just those at the top
we need new jobs , good jobs , with rising incomes
I want us to invest in you
jobs in infrastructure , in advanced manufacturing , innovation and technology , clean , renewable energy , and small business
most of the new jobs will come from small business
We also have to make the economy fairer",223756_223768,Are there other relevant goals that conflict with making the economy fairer?,Are there other relevant goals that conflict with making the economy fairer?,none,
CLINTON_1_1,"we have to build an economy that works for everyone , not just those at the top
we need new jobs , good jobs , with rising incomes
I want us to invest in you
jobs in infrastructure , in advanced manufacturing , innovation and technology , clean , renewable energy , and small business
most of the new jobs will come from small business
We also have to make the economy fairer",223744_223749,"Are there alternative actions to raising the national minimum wage and guaranteeing equal pay for women's work to achieve making the economy fairer? If so, which is the most efficient action?","Are there alternative actions to raising the national minimum wage and guaranteeing equal pay for women's work to achieve making the economy fairer? If so, which is the most efficient action?",none,also nice example
CLINTON_1_1,"we have to build an economy that works for everyone , not just those at the top
we need new jobs , good jobs , with rising incomes
I want us to invest in you
jobs in infrastructure , in advanced manufacturing , innovation and technology , clean , renewable energy , and small business
most of the new jobs will come from small business
We also have to make the economy fairer",223744_223749,Could raising the national minimum wage and guaranteeing equal pay for women's work have consequences that we should take into account? Is it practically possible?,Could raising the national minimum wage and guaranteeing equal pay for women's work have consequences that we should take into account? Is it practically possible?,none,
CLINTON_1_1,"we have to build an economy that works for everyone , not just those at the top
we need new jobs , good jobs , with rising incomes
I want us to invest in you
jobs in infrastructure , in advanced manufacturing , innovation and technology , clean , renewable energy , and small business
most of the new jobs will come from small business
We also have to make the economy fairer",223744_223749,Are there other relevant goals that conflict with investing in you?,Are there other relevant goals that conflict with investing in you?,none,
CLINTON_1_1,"we have to build an economy that works for everyone , not just those at the top
we need new jobs , good jobs , with rising incomes
I want us to invest in you
jobs in infrastructure , in advanced manufacturing , innovation and technology , clean , renewable energy , and small business
most of the new jobs will come from small business
We also have to make the economy fairer",223816_223825,"Are there alternative actions to creating jobs in infrastructure, in advanced manufacturing, innovation and technology, clean, renewable energy, and small businesses to achieve investing in you? If so, which is the most efficient action?","Are there alternative actions to creating jobs in infrastructure, in advanced manufacturing, innovation and technology, clean, renewable energy, and small businesses to achieve investing in you? If so, which is the most efficient action?",none,
CLINTON_1_1,"we have to build an economy that works for everyone , not just those at the top
we need new jobs , good jobs , with rising incomes
I want us to invest in you
jobs in infrastructure , in advanced manufacturing , innovation and technology , clean , renewable energy , and small business
most of the new jobs will come from small business
We also have to make the economy fairer",223816_223825,"Could creating jobs in infrastructure, in advanced manufacturing, innovation and technology, clean, renewable energy, and small businesses have consequences that we should take into account? Is it practically possible?","Could creating jobs in infrastructure, in advanced manufacturing, innovation and technology, clean, renewable energy, and small businesses have consequences that we should take into account? Is it practically possible?",none,
CLINTON_1_1,"we have to build an economy that works for everyone , not just those at the top
we need new jobs , good jobs , with rising incomes
I want us to invest in you
jobs in infrastructure , in advanced manufacturing , innovation and technology , clean , renewable energy , and small business
most of the new jobs will come from small business
We also have to make the economy fairer",223816_223825,Are there other relevant goals that conflict with building an economy that works for everyone?,Are there other relevant goals that conflict with building an economy that works for everyone?,none,
CLINTON_1_1,"we have to build an economy that works for everyone , not just those at the top
we need new jobs , good jobs , with rising incomes
I want us to invest in you
jobs in infrastructure , in advanced manufacturing , innovation and technology , clean , renewable energy , and small business
most of the new jobs will come from small business
We also have to make the economy fairer",223809_223802,"Are there alternative actions to creating new jobs, good jobs, with rising incomes to achieve building an economy that works for everyone? If so, which is the most efficient action?","Are there alternative actions to creating new jobs, good jobs, with rising incomes to achieve building an economy that works for everyone? If so, which is the most efficient action?",none,
CLINTON_1_1,"we have to build an economy that works for everyone , not just those at the top
we need new jobs , good jobs , with rising incomes
I want us to invest in you
jobs in infrastructure , in advanced manufacturing , innovation and technology , clean , renewable energy , and small business
most of the new jobs will come from small business
We also have to make the economy fairer",223809_223802,"Could creating new jobs, and good jobs, with rising incomes have consequences that we should take into account? Is it practically possible?","Could creating new jobs, and good jobs, with rising incomes have consequences that we should take into account? Is it practically possible?",none,
CLINTON_1_2,"That starts with raising the national minimum wage and also guarantee , finally , equal pay for women 's work
I also want to see more companies do profit-sharing
If you help create the profits , you should be able to share in them , not just the executives at the top
I want us to do more to support people who are struggling to balance family and work
I 've heard from so many of you about the difficult choices you face and the stresses that you 're under
let 's have paid family leave , earned sick days",223809_223802,Are there other relevant goals that conflict with supporting people who are struggling to balance family and work?,Are there other relevant goals that conflict with supporting people who are struggling to balance family and work?,none,
CLINTON_1_2,"That starts with raising the national minimum wage and also guarantee , finally , equal pay for women 's work
I also want to see more companies do profit-sharing
If you help create the profits , you should be able to share in them , not just the executives at the top
I want us to do more to support people who are struggling to balance family and work
I 've heard from so many of you about the difficult choices you face and the stresses that you 're under
let 's have paid family leave , earned sick days",223821_223816,"Are there alternative actions to having paid family leave and earned sick days to support people who are struggling to balance family and work? If so, which is the most efficient action?","Are there alternative actions to having paid family leave and earned sick days to support people who are struggling to balance family and work? If so, which is the most efficient action?",none,
CLINTON_1_2,"That starts with raising the national minimum wage and also guarantee , finally , equal pay for women 's work
I also want to see more companies do profit-sharing
If you help create the profits , you should be able to share in them , not just the executives at the top
I want us to do more to support people who are struggling to balance family and work
I 've heard from so many of you about the difficult choices you face and the stresses that you 're under
let 's have paid family leave , earned sick days",223821_223816,Could having paid family leave and earned sick days have consequences that we should take into account? Is it practically possible?,Could having paid family leave and earned sick days have consequences that we should take into account? Is it practically possible?,none,
CLINTON_1_2,"That starts with raising the national minimum wage and also guarantee , finally , equal pay for women 's work
I also want to see more companies do profit-sharing
If you help create the profits , you should be able to share in them , not just the executives at the top
I want us to do more to support people who are struggling to balance family and work
I 've heard from so many of you about the difficult choices you face and the stresses that you 're under
let 's have paid family leave , earned sick days",223999_223957,Is profit-sharing seen as good for most people?,Is profit-sharing seen as good for most people?,none,
CLINTON_1_2,"That starts with raising the national minimum wage and also guarantee , finally , equal pay for women 's work
I also want to see more companies do profit-sharing
If you help create the profits , you should be able to share in them , not just the executives at the top
I want us to do more to support people who are struggling to balance family and work
I 've heard from so many of you about the difficult choices you face and the stresses that you 're under
let 's have paid family leave , earned sick days",223999_223957,Are there reasons to believe that profit-sharing is not good in this situation?,Are there reasons to believe that profit-sharing is not good in this situation?,none,
CLINTON_1_2,"That starts with raising the national minimum wage and also guarantee , finally , equal pay for women 's work
I also want to see more companies do profit-sharing
If you help create the profits , you should be able to share in them , not just the executives at the top
I want us to do more to support people who are struggling to balance family and work
I 've heard from so many of you about the difficult choices you face and the stresses that you 're under
let 's have paid family leave , earned sick days",223999_223957,"Will a subject that sees profit-sharing as not good agree with retaining commitment to ""improving labour benefits""?","Will a subject that sees profit-sharing as not good agree with retaining commitment to ""improving labour benefits""?",none,
CLINTON_1_2,"That starts with raising the national minimum wage and also guarantee , finally , equal pay for women 's work
I also want to see more companies do profit-sharing
If you help create the profits , you should be able to share in them , not just the executives at the top
I want us to do more to support people who are struggling to balance family and work
I 've heard from so many of you about the difficult choices you face and the stresses that you 're under
let 's have paid family leave , earned sick days",223904_224016,What evidence supports that having to face difficult choices and being under stress is generally accepted as true?,What evidence supports that having to face difficult choices and being under stress is generally accepted as true?,none,
CLINTON_1_2,"That starts with raising the national minimum wage and also guarantee , finally , equal pay for women 's work
I also want to see more companies do profit-sharing
If you help create the profits , you should be able to share in them , not just the executives at the top
I want us to do more to support people who are struggling to balance family and work
I 've heard from so many of you about the difficult choices you face and the stresses that you 're under
let 's have paid family leave , earned sick days",223904_224016,"Even if having to face difficult choices and being under stress is generally accepted as true, are there any good reasons for doubting that it is true?","Even if having to face difficult choices and being under stress is generally accepted as true, are there any good reasons for doubting that it is true in this situation?",edited,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223904_224016,"Is it actually the case that thousands of jobs in Michigan and Ohio are leaving, and we are losing so many of them? Is there evidence for this claim?",Is it actually the case that thousands of jobs in Michigan and Ohio are leaving and we are losing so many of them? Is there evidence for this claim?,edited,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223904_224016,Is the thousand jobs in Michigan and Ohio actually a typical case of other jobs that are leaving? How widely applicable is the generalization?,Is the thousands of jobs in Michigan and Ohio actually a typical case of other jobs that are leaving? How widely applicable is the generalization?,edited,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223985_223999,Are there special circumstances pertaining to the thousands of jobs in Michigan and Ohio that undermine its generalisability to other jobs that are leaving?,Are there special circumstances pertaining to the thousands of jobs in Michigan and Ohio that undermine its generalisability to other jobs that are leaving?,none,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223985_223999,Is our jobs fleeing the country bad? Why and to whom is it bad?,Is our jobs fleeing a bad thing for the country? Why and to whom is it bad?,edited,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223985_223999,Is it not allowed to happen anymore a way to prevent our jobs from fleeing the country?,"Is ""not allowing it to happen anymore"" a way to prevent our jobs from fleeing the country?",edited,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223992_223985,Is it practically possible for not to allow it to happen anymore to happen?,"Is it practically possible to ""not to allow it to happen anymore""?",edited,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223992_223985,Are there other consequences of not allowing it to happen anymore?,"Are there other consequences of ""not allowing it to happen anymore""?",edited,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223992_223985,"Is it actually the case that Ford, a company with many jobs in Michigan and Ohio, is leaving Michigan and Ohio? Is there evidence for this claim?","Is it actually the case that Ford, a company with many jobs in Michigan and Ohio, is leaving Michigan and Ohio? Is there evidence for this claim?",none,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223949_223957,Is Ford actually a typical case of other companies that is a company with many jobs in Michigan and Ohio? How widely applicable is the generalization?,Is Ford actually a typical case of other companies that have many jobs in Michigan and Ohio? How widely applicable is the generalization?,edited,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223949_223957,Are there special circumstances pertaining to Ford that undermine its generalisability to other companies that is a company with many jobs in Michigan and Ohio?,Are there special circumstances pertaining to Ford that undermine its generalisability to other companies that have many jobs in Michigan and Ohio?,edited,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223949_223957,Is it actually the case that Ford has a division that is leaving leaves? Is there evidence for this claim?,Is it actually the case that Ford has a division that is leaving? Is there evidence for this claim?,edited,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223949_223957,Is Ford actually a typical case of another company that has a division that is leaving? How widely applicable is the generalization?,Is Ford actually a typical case of other companies? How widely applicable is the generalization?,edited,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223931_223927,Are there special circumstances pertaining to Ford that undermine its generalisability to other companies that have a division that is leaving?,Are there special circumstances pertaining to Ford that undermine its generalisability to other companies?,edited,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223931_223927,Is it bad for the USA to lose their good jobs? Why and to whom?,Is it bad for the USA to lose their good jobs? Why and to whom?,none,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223953_223957,Is it possible to avoid China using the USA as a piggy bank to rebuild China a way to prevent the USA from losing their good jobs?,Is avoiding China using the USA as a piggy bank to rebuild China a way to prevent the USA from losing their good jobs?,edited,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223953_223957,Is it practically possible for avoid China to use the USA as a piggy bank to rebuild China?,Is it practically possible to avoid China using the USA as a piggy bank to rebuild China?,edited,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223953_223957,Are there other consequences from not allowing China to use the USA as a piggy bank to rebuild China?,Are there other consequences from not allowing China to use the USA as a piggy bank to rebuild China?,none,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223953_223957,"If there is nobody in the USA government to fight them, will they're devaluing their currency occur? What evidence supports this claim? And how likely are the consequences?","If there is nobody in the USA government to fight them, will they devaluate their currency? What evidence supports this claim? And how likely are the consequences?",edited,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223974_223967,What other consequences should also be taken into account if not there is nobody in the USA government to fight them?,What other consequences should also be taken into account if not there is nobody in the USA government to fight them?,none,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223974_223967,Is it bad to lose our jobs? Why and to whom is it bad?,Is it bad to lose our jobs? Why and to whom is it bad?,none,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223913_223904,Is it stopping other countries from doing the same thing a way to prevent us from losing our jobs?,Is it stopping other countries from doing the same thing a way to prevent us from losing our jobs?,none,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223913_223904,Is it practically possible to stop other countries from doing the same thing?,Is it practically possible to stop other countries from doing the same thing?,none,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223913_223904,Are there other consequences to stop other countries from doing the same thing?,Are there other consequences to stop other countries from doing the same thing?,none,
TRUMP_3_1,"Our jobs are fleeing the country
They 're going to many other countries
You look at what China is doing to our country in terms of making our product
They 're devaluing their currency
there 's nobody in our government to fight them
we have a very good fight
they 're using our country as a piggy bank to rebuild China
many other countries are doing the same thing
we 're losing our good jobs , so many of them
When you look at what 's happening in Mexico , a friend of mine who builds plants said it 's the eighth wonder of the world
They 're building some of the biggest plants anywhere in the world , some of the most sophisticated , some of the best plants
So Ford is leaving
You see that , their small car division leaving
Thousands of jobs leaving Michigan , leaving Ohio",223938_223927,Is there a proven relation between 'Mexico is building the biggest plants anywhere in the world' and 'a friend of Trump said what they are doing in Mexico is the eighth wonder of the world'?,Is there a proven relation between 'Mexico is building the biggest plants anywhere in the world' and 'a friend of Trump said what they are doing in Mexico is the eighth wonder of the world'?,none,
