arg_id,scheme,llm_cq_id,premises,llm_cq,can an answer to this question diminish the acceptability of the argument?,reading-comprehension cues,my taxonomy,burden-of-proof,explanation,BOOK TYPE,"(1) premise: premise acceptability
(2) link: acceptability of the link, relative to some given standard of evidence
(3) other considerations: whether there are other relevant considerations which would count against the claim at issue
(4) specific: directed specifically towards features of particular relevance to individual argumentation scheme"
Helen _66_0,Argument from Consequences,Helen _66_11,"
If you intervene, then you can help families get back on their feet and able to parent their children may plausibly occur.
you can help families get back on their feet and able to parent their children has a positive consequence.
you intervene should  occur.","How does Helen determine which families need ""a great deal of help"" and how can this help be provided?",yes,i,definition,,,,
Helen _66_0,Argument from Consequences,Helen _66_2,"
If you intervene, then you can help families get back on their feet and able to parent their children may plausibly occur.
you can help families get back on their feet and able to parent their children has a positive consequence.
you intervene should  occur.",How does Helen define 'families'? Is this definition broad enough to include all relevant types of family structures?,yes,i,definition,,,,
Helen _66_0,Argument from Consequences,Helen _66_3,"
If you intervene, then you can help families get back on their feet and able to parent their children may plausibly occur.
you can help families get back on their feet and able to parent their children has a positive consequence.
you intervene should  occur.","Are all families falling under the 'bracket' mentioned by Helen in need of intervention or just those experiencing high levels of aggression and violence? If so, what criteria determine whether an intervention is necessary for such families?""",yes,,definition,,,,
Helen _66_0,Argument from Consequences,Helen _66_6,"
If you intervene, then you can help families get back on their feet and able to parent their children may plausibly occur.
you can help families get back on their feet and able to parent their children has a positive consequence.
you intervene should  occur.",How does Helen justify the idea that intervention is necessary for certain families but not others? Are there any specific factors she mentions that distinguish between these two groups?,yes,i,definition,,,,
Helen _66_0,Argument from Consequences,Helen _66_10,"
If you intervene, then you can help families get back on their feet and able to parent their children may plausibly occur.
you can help families get back on their feet and able to parent their children has a positive consequence.
you intervene should  occur.","What is the definition of ""very high levels of aggression and violence"" that would qualify a family for intervention?",yes,,definition,,,,
JL_69_0,Argument from Consequences,JL_69_2,"
If buying a washing machine on credit, then living standards would raise may plausibly occur.
living standards would raise has a positive consequence.
buying a washing machine on credit should  occur.",Is the comparison between the cost of using a launderette and the cost of buying a washing machine on credit accurate? Are there other factors to consider?,no,,,,,link,
JL_69_0,Argument from Consequences,JL_69_5,"
If buying a washing machine on credit, then living standards would raise may plausibly occur.
living standards would raise has a positive consequence.
buying a washing machine on credit should  occur.",What are the potential drawbacks or risks of buying a washing machine on credit? Are there any alternative options to consider?,yes,,consequences,,,other considerations,
CLINTON_1_1_0,Practical Reasoning,CLINTON_1_1_17,"
There is the goal of investing in you.
Carrying out the action of creating jobs in infrastructure , in advanced manufacturing , innovation and technology , clean , renewable energy , and small business is a means to realize investing in you.
Therefore, creating jobs in infrastructure , in advanced manufacturing , innovation and technology , clean , renewable energy , and small business ought to occur.","How will the investments in infrastructure, advanced manufacturing, innovation, and technology be funded? What specific funding mechanisms will be used, and how will they be allocated to different sectors and industries?",no,,,,,,
CLINTON_1_1_0,Practical Reasoning,CLINTON_1_1_9,"
There is the goal of investing in you.
Carrying out the action of creating jobs in infrastructure , in advanced manufacturing , innovation and technology , clean , renewable energy , and small business is a means to realize investing in you.
Therefore, creating jobs in infrastructure , in advanced manufacturing , innovation and technology , clean , renewable energy , and small business ought to occur.","What evidence is there that new jobs with rising incomes will be created through investments in infrastructure, advanced manufacturing, innovation, and technology? How will these investments lead to job creation and wage growth?",no,,,,,,
CLINTON_1_1_1,Practical Reasoning,CLINTON_1_1_16,"
There is the goal of building an economy that works for everyone.
Carrying out the action of creating new jobs, good jobs, with rising incomes is a means to realize building an economy that works for everyone.
Therefore, creating new jobs, good jobs, with rising incomes ought to occur.","How will you ensure that the benefits of economic growth are shared fairly among all members of society, and not just those at the top?",yes,i,relation,,,,
CLINTON_1_1_1,Practical Reasoning,CLINTON_1_1_8,"
There is the goal of building an economy that works for everyone.
Carrying out the action of creating new jobs, good jobs, with rising incomes is a means to realize building an economy that works for everyone.
Therefore, creating new jobs, good jobs, with rising incomes ought to occur.","How do you plan to create ""new jobs"" and ""good jobs"" with ""rising incomes""? What specific policies or measures will you implement to achieve this?",no,,,,,,
CLINTON_1_1_1,Practical Reasoning,CLINTON_1_1_7,"
There is the goal of building an economy that works for everyone.
Carrying out the action of creating new jobs, good jobs, with rising incomes is a means to realize building an economy that works for everyone.
Therefore, creating new jobs, good jobs, with rising incomes ought to occur.","How will building an economy that works for everyone, rather than just those at the top, be achieved? What specific policies or measures will be implemented to ensure this?",yes,,relation,,,,
CLINTON_1_1_1,Practical Reasoning,CLINTON_1_1_6,"
There is the goal of building an economy that works for everyone.
Carrying out the action of creating new jobs, good jobs, with rising incomes is a means to realize building an economy that works for everyone.
Therefore, creating new jobs, good jobs, with rising incomes ought to occur.","What do you mean by ""an economy that works for everyone""? How do you define ""everyone""?",yes,,definition,,,,
CLINTON_1_1_1,Practical Reasoning,CLINTON_1_1_3,"
There is the goal of building an economy that works for everyone.
Carrying out the action of creating new jobs, good jobs, with rising incomes is a means to realize building an economy that works for everyone.
Therefore, creating new jobs, good jobs, with rising incomes ought to occur.","Who exactly would be responsible for implementing these job creation initiatives, and how effective has their past performance been in this area?",no,,,,,,
CLINTON_1_1_1,Practical Reasoning,CLINTON_1_1_2,"
There is the goal of building an economy that works for everyone.
Carrying out the action of creating new jobs, good jobs, with rising incomes is a means to realize building an economy that works for everyone.
Therefore, creating new jobs, good jobs, with rising incomes ought to occur.",What specific measures is she proposing to create new jobs and increase income levels?,no,,,,,,
CLINTON_1_1_1,Practical Reasoning,CLINTON_1_1_0,"
There is the goal of building an economy that works for everyone.
Carrying out the action of creating new jobs, good jobs, with rising incomes is a means to realize building an economy that works for everyone.
Therefore, creating new jobs, good jobs, with rising incomes ought to occur.","What evidence supports the claim that Clinton's proposed policies will actually lead to new jobs, particularly ""good jobs""?",no,,,,,,
CLINTON_1_1_1,Practical Reasoning,CLINTON_1_1_1,"
There is the goal of building an economy that works for everyone.
Carrying out the action of creating new jobs, good jobs, with rising incomes is a means to realize building an economy that works for everyone.
Therefore, creating new jobs, good jobs, with rising incomes ought to occur.","How does Clinton plan to ensure that the proposed economic policies actually benefit all individuals, rather than just a select few?",yes,,relation,,,,
CLINTON_1_1_2,Practical Reasoning,CLINTON_1_1_16,"
There is the goal of making the economy fairer.
Carrying out the action of raising the national minimum wage and guaranteeing equal pay for women's work is a means to realize making the economy fairer.
Therefore, raising the national minimum wage and guaranteeing equal pay for women's work ought to occur.","How will you ensure that the benefits of economic growth are shared fairly among all members of society, and not just those at the top?",no,i,,,it's not talking about economic growth,,
CLINTON_1_1_2,Practical Reasoning,CLINTON_1_1_13,"
There is the goal of making the economy fairer.
Carrying out the action of raising the national minimum wage and guaranteeing equal pay for women's work is a means to realize making the economy fairer.
Therefore, raising the national minimum wage and guaranteeing equal pay for women's work ought to occur.","How will making the economy ""fairer"" benefit everyone? What specific policies or measures will you implement to achieve this goal?",no,,,,,,
CLINTON_1_1_2,Practical Reasoning,CLINTON_1_1_7,"
There is the goal of making the economy fairer.
Carrying out the action of raising the national minimum wage and guaranteeing equal pay for women's work is a means to realize making the economy fairer.
Therefore, raising the national minimum wage and guaranteeing equal pay for women's work ought to occur.","How will building an economy that works for everyone, rather than just those at the top, be achieved? What specific policies or measures will be implemented to ensure this?",no,,,,,,
CLINTON_1_1_2,Practical Reasoning,CLINTON_1_1_3,"
There is the goal of making the economy fairer.
Carrying out the action of raising the national minimum wage and guaranteeing equal pay for women's work is a means to realize making the economy fairer.
Therefore, raising the national minimum wage and guaranteeing equal pay for women's work ought to occur.","Who exactly would be responsible for implementing these job creation initiatives, and how effective has their past performance been in this area?",no,,,,"asking about how will the action be carried: who, funding, etc.",,
CLINTON_1_1_2,Practical Reasoning,CLINTON_1_1_2,"
There is the goal of making the economy fairer.
Carrying out the action of raising the national minimum wage and guaranteeing equal pay for women's work is a means to realize making the economy fairer.
Therefore, raising the national minimum wage and guaranteeing equal pay for women's work ought to occur.",What specific measures is she proposing to create new jobs and increase income levels?,no,,,,,,
CLINTON_1_1_2,Practical Reasoning,CLINTON_1_1_1,"
There is the goal of making the economy fairer.
Carrying out the action of raising the national minimum wage and guaranteeing equal pay for women's work is a means to realize making the economy fairer.
Therefore, raising the national minimum wage and guaranteeing equal pay for women's work ought to occur.","How does Clinton plan to ensure that the proposed economic policies actually benefit all individuals, rather than just a select few?",yes,,relation,,,,
CLINTON_1_1_3,Practical Reasoning,CLINTON_1_1_8,"
There is the goal of new jobs, good jobs, with rising incomes.
Carrying out the action of Clinton investing on you is a means to realize new jobs, good jobs, with rising incomes.
Therefore, Clinton investing on you ought to occur.","How do you plan to create ""new jobs"" and ""good jobs"" with ""rising incomes""? What specific policies or measures will you implement to achieve this?",no,,,,,,
CLINTON_1_1_3,Practical Reasoning,CLINTON_1_1_3,"
There is the goal of new jobs, good jobs, with rising incomes.
Carrying out the action of Clinton investing on you is a means to realize new jobs, good jobs, with rising incomes.
Therefore, Clinton investing on you ought to occur.","Who exactly would be responsible for implementing these job creation initiatives, and how effective has their past performance been in this area?",no,,,,,,
CLINTON_1_1_3,Practical Reasoning,CLINTON_1_1_2,"
There is the goal of new jobs, good jobs, with rising incomes.
Carrying out the action of Clinton investing on you is a means to realize new jobs, good jobs, with rising incomes.
Therefore, Clinton investing on you ought to occur.",What specific measures is she proposing to create new jobs and increase income levels?,yes,,definition,,"in this direction this question is valid because ""inveting in you"" is an underdefined concept",,
CLINTON_1_1_3,Practical Reasoning,CLINTON_1_1_0,"
There is the goal of new jobs, good jobs, with rising incomes.
Carrying out the action of Clinton investing on you is a means to realize new jobs, good jobs, with rising incomes.
Therefore, Clinton investing on you ought to occur.","What evidence supports the claim that Clinton's proposed policies will actually lead to new jobs, particularly ""good jobs""?",yes,,evidence,,,,
